customer_id,customer_code,customer_name,region_id,signup_date,account_status
857,CUST00857,Kavya Patel,4,2025-03-17,ACTIVE
858,CUST00858,Riya Mehta,1,2026-04-24,ACTIVE
859,CUST00859,Nandini Kapoor,2,2025-05-07,ACTIVE
860,CUST00860,Aditi Kulkarni,2,2026-02-14,ACTIVE
861,CUST00861,Sneha Mishra,3,2026-03-01,ACTIVE
862,CUST00862,Aditya Nair,4,2026-06-24,ACTIVE
863,CUST00863,Nandini Bose,3,2025-05-02,ACTIVE
864,CUST00864,Rahul Kulkarni,3,2025-07-06,INACTIVE
865,CUST00865,Riya Kapoor,2,2025-03-16,ACTIVE
866,CUST00866,Aarav Gupta,4,2025-07-01,INACTIVE
867,CUST00867,Rahul Bose,3,2025-08-31,ACTIVE
868,CUST00868,Rohan Bose,3,2026-03-09,ACTIVE
869,CUST00869,Rahul Reddy,2,2025-01-04,ACTIVE
870,CUST00870,Aditya Bose,3,2026-01-03,ACTIVE
871,CUST00871,Sneha Iyer,1,2026-08-10,ACTIVE
872,CUST00872,Nikhil Kulkarni,4,2025-10-28,ACTIVE
873,CUST00873,Arjun Patel,4,2025-06-09,ACTIVE
874,CUST00874,Aditya Verma,1,2025-06-02,ACTIVE
875,CUST00875,Aditi Singh,2,2025-03-20,ACTIVE
876,CUST00876,Nikhil Kulkarni,3,2026-06-16,INACTIVE
877,CUST00877,Ananya Verma,4,2026-06-06,ACTIVE
878,CUST00878,Nikhil Das,3,2025-04-07,ACTIVE
879,CUST00879,Arjun Kapoor,4,2025-03-27,ACTIVE
880,CUST00880,Sai Singh,3,2025-06-25,ACTIVE
881,CUST00881,Arjun Gupta,1,2025-09-06,INACTIVE
882,CUST00882,Rahul Menon,4,2025-12-20,ACTIVE
883,CUST00883,Nikhil Kapoor,3,2025-02-07,INACTIVE
884,CUST00884,Ishita Iyer,1,2026-05-17,ACTIVE
885,CUST00885,Kavya Kumar,1,2025-01-20,INACTIVE
886,CUST00886,Ishita Patel,1,2026-06-21,ACTIVE
887,CUST00887,Sai Rao,2,2026-01-16,ACTIVE
888,CUST00888,Rahul Nair,1,2025-10-10,ACTIVE
889,CUST00889,Aditya Mishra,1,2025-05-14,ACTIVE
890,CUST00890,Aditi Mishra,2,2026-07-09,ACTIVE
891,CUST00891,Riya Rao,1,2025-01-23,ACTIVE
892,CUST00892,Sai Chauhan,3,2025-06-22,ACTIVE
893,CUST00893,Nandini Joshi,1,2026-04-07,ACTIVE
894,CUST00894,Aditya Reddy,2,2026-05-25,SUSPENDED
895,CUST00895,Ishita Mehta,3,2026-08-11,ACTIVE
896,CUST00896,Rahul Sharma,1,2026-04-14,ACTIVE
897,CUST00897,Aditya Gupta,1,2025-03-27,ACTIVE
898,CUST00898,Meera Gupta,3,2026-01-02,ACTIVE
899,CUST00899,Vivaan Kulkarni,3,2025-10-09,ACTIVE
900,CUST00900,Aarav Gupta,3,2026-06-11,ACTIVE
901,CUST00901,Nikhil Patel,3,2025-02-03,ACTIVE
902,CUST00902,Meera Patel,4,2025-02-10,ACTIVE
903,CUST00903,Aditya Naidu,2,2026-04-02,ACTIVE
904,CUST00904,Arjun Joshi,2,2025-06-14,ACTIVE
905,CUST00905,Aditya Chauhan,4,2026-05-07,ACTIVE
906,CUST00906,Sneha Joshi,4,2025-10-09,INACTIVE
907,CUST00907,Priya Kapoor,4,2025-12-20,ACTIVE
908,CUST00908,Varun Bose,2,2025-03-29,SUSPENDED
909,CUST00909,Priya Menon,2,2025-08-03,ACTIVE
910,CUST00910,Ananya Kapoor,1,2026-03-11,ACTIVE
911,CUST00911,Sai Sharma,1,2025-10-23,ACTIVE
912,CUST00912,Riya Bose,2,2025-11-13,ACTIVE
913,CUST00913,Aditya Kumar,2,2025-01-09,ACTIVE
914,CUST00914,Varun Nair,1,2026-01-26,ACTIVE
915,CUST00915,Diya Verma,1,2025-02-08,ACTIVE
916,CUST00916,Kavya Iyer,2,2025-12-27,ACTIVE
917,CUST00917,Ishita Sharma,4,2025-02-15,ACTIVE
918,CUST00918,Riya Naidu,1,2026-02-09,ACTIVE
919,CUST00919,Aditi Das,2,2025-03-25,ACTIVE
920,CUST00920,Diya Verma,4,2025-11-06,ACTIVE
921,CUST00921,Aditi Sharma,1,2025-10-23,SUSPENDED
922,CUST00922,Sai Kapoor,2,2025-10-04,ACTIVE
923,CUST00923,Rahul Mehta,1,2026-03-23,ACTIVE
924,CUST00924,Arjun Naidu,2,2026-01-17,ACTIVE
925,CUST00925,Priya Bose,4,2026-01-08,ACTIVE
926,CUST00926,Meera Naidu,4,2026-01-12,ACTIVE
927,CUST00927,Ishita Mehta,2,2025-12-08,ACTIVE
928,CUST00928,Arjun Bose,3,2025-09-02,INACTIVE
929,CUST00929,Varun Verma,4,2026-08-14,ACTIVE
930,CUST00930,Meera Reddy,1,2026-02-11,ACTIVE
931,CUST00931,Rahul Chauhan,1,2026-03-29,ACTIVE
932,CUST00932,Varun Iyer,3,2025-10-30,ACTIVE
933,CUST00933,Aarav Nair,2,2025-10-08,ACTIVE
934,CUST00934,Diya Patel,4,2025-02-26,ACTIVE
935,CUST00935,Aarav Rao,2,2025-06-01,ACTIVE
936,CUST00936,Karthik Gupta,3,2025-10-07,SUSPENDED
937,CUST00937,Meera Singh,3,2025-01-24,ACTIVE
938,CUST00938,Aditya Gupta,1,2026-08-03,ACTIVE
939,CUST00939,Ananya Sharma,1,2025-10-18,ACTIVE
940,CUST00940,Riya Verma,1,2025-02-22,ACTIVE
941,CUST00941,Varun Menon,4,2026-03-23,CLOSED
942,CUST00942,Meera Verma,1,2025-03-23,ACTIVE
943,CUST00943,Ishita Bose,4,2026-06-12,INACTIVE
944,CUST00944,Priya Nair,2,2025-07-18,ACTIVE
945,CUST00945,Vivaan Sharma,2,2026-06-08,CLOSED
946,CUST00946,Riya Kulkarni,2,2025-06-27,ACTIVE
947,CUST00947,Arjun Naidu,4,2026-04-16,ACTIVE
948,CUST00948,Rohan Mishra,3,2026-04-18,ACTIVE
949,CUST00949,Arjun Singh,1,2026-03-27,ACTIVE
950,CUST00950,Nandini Joshi,2,2025-01-24,ACTIVE
951,CUST00951,Priya Sharma,3,2025-11-10,ACTIVE
952,CUST00952,Rahul Patel,2,2026-01-03,ACTIVE
953,CUST00953,Rahul Menon,1,2025-10-22,ACTIVE
954,CUST00954,Priya Menon,2,2025-04-27,INACTIVE
955,CUST00955,Meera Menon,4,2025-04-23,ACTIVE
956,CUST00956,Ananya Iyer,4,2026-03-25,ACTIVE
957,CUST00957,Arjun Sharma,2,2026-03-29,ACTIVE
958,CUST00958,Kavya Singh,1,2026-03-24,ACTIVE
959,CUST00959,Sneha Bose,1,2025-06-04,ACTIVE
960,CUST00960,Meera Sharma,4,2025-06-17,ACTIVE
961,CUST00961,Rohan Mishra,3,2026-04-05,ACTIVE
962,CUST00962,Varun Iyer,4,2025-04-16,ACTIVE
963,CUST00963,Nikhil Reddy,1,2025-08-20,ACTIVE
964,CUST00964,Aditya Iyer,2,2026-03-21,ACTIVE
965,CUST00965,Sai Mishra,1,2025-03-06,ACTIVE
966,CUST00966,Sneha Chauhan,2,2025-03-30,INACTIVE
967,CUST00967,Priya Naidu,2,2026-04-26,ACTIVE
968,CUST00968,Nikhil Kulkarni,2,2026-01-29,ACTIVE
969,CUST00969,Rahul Joshi,1,2025-11-16,ACTIVE
970,CUST00970,Aditya Kumar,1,2025-09-15,ACTIVE
971,CUST00971,Nikhil Menon,4,2026-05-04,SUSPENDED
972,CUST00972,Nandini Kumar,4,2025-07-28,ACTIVE
973,CUST00973,Karthik Das,2,2026-03-20,ACTIVE
974,CUST00974,Riya Gupta,1,2025-02-08,ACTIVE
975,CUST00975,Aarav Menon,2,2026-07-06,CLOSED
976,CUST00976,Sai Verma,4,2026-06-29,ACTIVE
977,CUST00977,Diya Kumar,4,2025-05-19,INACTIVE
978,CUST00978,Karthik Bose,1,2025-11-28,SUSPENDED
979,CUST00979,Aarav Iyer,1,2025-11-26,ACTIVE
980,CUST00980,Aarav Kumar,1,2026-04-23,ACTIVE
981,CUST00981,Ishita Das,4,2026-08-01,CLOSED
982,CUST00982,Nikhil Chauhan,1,2025-01-07,ACTIVE
983,CUST00983,Aditi Patel,1,2025-03-25,CLOSED
984,CUST00984,Karthik Mishra,1,2025-07-27,ACTIVE
985,CUST00985,Ananya Sharma,3,2026-03-10,ACTIVE
986,CUST00986,Meera Chauhan,2,2025-05-16,ACTIVE
987,CUST00987,Sneha Joshi,4,2026-01-04,ACTIVE
988,CUST00988,Kavya Mehta,2,2025-02-08,INACTIVE
989,CUST00989,Ishita Mehta,1,2025-03-14,INACTIVE
990,CUST00990,Rahul Iyer,3,2025-07-04,ACTIVE
991,CUST00991,Arjun Kapoor,2,2026-06-19,ACTIVE
992,CUST00992,Riya Mehta,2,2025-11-17,SUSPENDED
993,CUST00993,Rohan Patel,2,2025-07-17,ACTIVE
994,CUST00994,Ananya Patel,4,2026-05-24,CLOSED
995,CUST00995,Aditi Kapoor,2,2026-03-05,ACTIVE
996,CUST00996,Kavya Reddy,1,2026-07-26,ACTIVE
997,CUST00997,Ishita Gupta,4,2025-05-03,SUSPENDED
998,CUST00998,Meera Menon,3,2025-09-02,ACTIVE
999,CUST00999,Karthik Kumar,3,2025-11-08,CLOSED
1000,CUST01000,Vivaan Nair,1,2026-07-24,INACTIVE
